date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:08:37	47918/47918	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Feb%202026%2003:08:36%20GMT	https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/rct	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cours-th%c3%a9oriques/rct.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:37	231988/231988	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:37%20GMT	https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/05	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cours-th%c3%a9oriques/05.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:38	226062/226062	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:37%20GMT	https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/03	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cours-th%c3%a9oriques/03.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:38	198709/198709	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:38%20GMT	https://sites.google.com/view/guidempf/radio-mdp	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/radio-mdp.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:39	221368/221368	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:38%20GMT	https://sites.google.com/view/guidempf/loyalisme	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/loyalisme.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:39	242910/242910	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:39%20GMT	https://sites.google.com/view/guidempf/jugement	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/jugement.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:40	225874/225874	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:40%20GMT	https://sites.google.com/view/guidempf/hi%c3%a9rarchie	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/hi%c3%a9rarchie.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:41	212479/212479	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:40%20GMT	https://sites.google.com/view/guidempf/contrebande	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/contrebande.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:41	225486/225486	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:41%20GMT	https://sites.google.com/view/guidempf/codex	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/codex.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:42	199004/199004	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:41%20GMT	https://sites.google.com/view/guidempf/liens-utiles	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/liens-utiles.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:42	205336/205336	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:42%20GMT	https://sites.google.com/view/guidempf/guide	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:43	210927/210927	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:42%20GMT	https://sites.google.com/view/guidempf/guide/dispatch-hautparleur	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/dispatch-hautparleur.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:43	219104/219104	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:43%20GMT	https://sites.google.com/view/guidempf/guide/terminologie	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/terminologie.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:44	216841/216841	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:43%20GMT	https://sites.google.com/view/guidempf/guide/respect-salutations	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/respect-salutations.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:44	209884/209884	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:44%20GMT	https://sites.google.com/view/guidempf/guide/code-vestimentaire	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/code-vestimentaire.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:45	201802/201802	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:44%20GMT	https://sites.google.com/view/guidempf/guide/commandement	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/commandement.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:46	266345/266345	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:45%20GMT	https://sites.google.com/view/guidempf/guide/divisions	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/divisions.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:46	222915/222915	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:46%20GMT	https://sites.google.com/view/guidempf/guide/br%c3%a8ches-de-protocoles	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/br%c3%a8ches-de-protocoles.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:47	208864/208864	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:46%20GMT	https://sites.google.com/view/guidempf/guide/formation-compl%c3%a9mentaires	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/formation-compl%c3%a9mentaires.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:47	213957/213957	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:47%20GMT	https://sites.google.com/view/guidempf/guide/sociostatus	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/sociostatus.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:48	223343/223343	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:47%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:48	41737/41737	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Feb%202026%2003:08:48%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/conscription	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/conscription.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:49	232827/232827	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:48%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/test-loyaut%c3%a9	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/test-loyaut%c3%a9.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:49	213616/213616	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:49%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/incarc%c3%a9ration	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/incarc%c3%a9ration.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:50	234281/234281	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:49%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/dispatch-administateur	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/dispatch-administateur.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:50	215472/215472	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:50%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/code-7-escouade	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/code-7-escouade.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:50	185510/185510	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:50%20GMT	https://sites.google.com/view/guidempf/carte-cit%c3%a9-17	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/carte-cit%c3%a9-17.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:51	215611/215611	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:51%20GMT	https://sites.google.com/view/guidempf/cwu	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cwu.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:51	209284/209284	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:51%20GMT	https://sites.google.com/view/guidempf/cwu/procedure-cwu-mpf	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cwu/procedure-cwu-mpf.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:53	214540/214540	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2003:08:52%20GMT	https://sites.google.com/view/guidempf/scanner-et-central	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/scanner-et-central.html	(from https://sites.google.com/view/guidempf/accueil?authuser=0)
04:08:53	177466/177466	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:53%20GMT	https://sites.google.com/view/guidempf/%22https://docs.google.com/forms/d/e/1FAIpQLScZWBTDALrTfCuQK22t8wgJNPN8rZfW8rCrhkb_TebtIHm_8g/viewform%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/docs.google.com/forms/d/e/1FAIpQLScZWBTDALrTfCuQK22t8wgJNPN8rZfW8rCrhkb_TebtIHm_8g/viewform_.26.delayed	(from https://sites.google.com/view/guidempf/activit%c3%a9)
04:08:54	177429/177429	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:54%20GMT	https://sites.google.com/view/guidempf/%22https://docs.google.com/forms/d/e/1FAIpQLSer-BzLy5Pld4mNA5GqGUmoQi8LnvDHh0ki0AlC5qJBwMvSjA/viewform%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/docs.google.com/forms/d/e/1FAIpQLSer-BzLy5Pld4mNA5GqGUmoQi8LnvDHh0ki0AlC5qJBwMvSjA/viewform_.27.delayed	(from https://sites.google.com/view/guidempf/activit%c3%a9)
04:08:54	177429/177429	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:54%20GMT	https://sites.google.com/view/guidempf/%22https://docs.google.com/forms/d/e/1FAIpQLSdbFBWhuiu6tGY2VYQuKtUo8dSx8B3aiiGsIsZuJfA51eqhbg/viewform%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/docs.google.com/forms/d/e/1FAIpQLSdbFBWhuiu6tGY2VYQuKtUo8dSx8B3aiiGsIsZuJfA51eqhbg/viewform_.28.delayed	(from https://sites.google.com/view/guidempf/activit%c3%a9)
04:08:55	177181/177181	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:54%20GMT	https://sites.google.com/view/guidempf/%22https://sites.google.com/view/guidempf/liens-utiles?authuser=0%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/sites.google.com/view/guidempf/liens-utiles.29196e.delayed	(from https://sites.google.com/view/guidempf/activit%c3%a9)
04:08:55	177430/177430	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:55%20GMT	https://sites.google.com/view/guidempf/%22https://docs.google.com/forms/d/e/1FAIpQLSfLJ28omVQ3etJD-okrgi5WeBLdxswoep2We9ADAHch4WHY8g/viewform%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/docs.google.com/forms/d/e/1FAIpQLSfLJ28omVQ3etJD-okrgi5WeBLdxswoep2We9ADAHch4WHY8g/viewform_.2a.delayed	(from https://sites.google.com/view/guidempf/activit%c3%a9)
04:08:56	176906/176906	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:56%20GMT	https://sites.google.com/view/guidempf/activit%c3%a9/POST	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/activit%c3%a9/POST.2b.delayed	(from https://sites.google.com/view/guidempf/activit%c3%a9/rapport-division)
04:08:57	176952/176952	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:08:57%20GMT	https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/POST	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cours-th%c3%a9oriques/POST.2c.delayed	(from https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/05)
04:08:58	35330/35330	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Feb%202026%2003:08:57%20GMT	https://sites.google.com/view/guidempf/activit%c3%a9/_/ss/	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/activit%c3%a9/_/ss/index.html	(from https://sites.google.com/view/guidempf/activit%c3%a9/rapport-division)
04:08:58	35398/35398	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Feb%202026%2003:08:58%20GMT	https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/%22https://sites.google.com/view/guidempf/guide/dispatch-hautparleur?authuser=0%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cours-th%c3%a9oriques/_https_/sites.google.com/view/guidempf/guide/dispatch-hautparleur.2d196e.delayed	(from https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/03)
04:09:00	35347/35347	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Feb%202026%2003:08:58%20GMT	https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/_/ss/	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cours-th%c3%a9oriques/_/ss/index.html	(from https://sites.google.com/view/guidempf/cours-th%c3%a9oriques/05)
04:09:00	177046/177046	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:00%20GMT	https://sites.google.com/view/guidempf/%22https://imgur.com/9KBxDGe.jpg%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/imgur.com/9KBxDGe.2e.delayed	(from https://sites.google.com/view/guidempf/contrebande)
04:09:01	177009/177009	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:00%20GMT	https://sites.google.com/view/guidempf/%22https://imgur.com/n1WO2IN.jpg%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/imgur.com/n1WO2IN.2f.delayed	(from https://sites.google.com/view/guidempf/contrebande)
04:09:01	177009/177009	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:01%20GMT	https://sites.google.com/view/guidempf/%22https://imgur.com/PdRiPeB.jpg%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/imgur.com/PdRiPeB.30.delayed	(from https://sites.google.com/view/guidempf/contrebande)
04:09:02	177410/177410	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:02%20GMT	https://sites.google.com/view/guidempf/%22https://docs.google.com/spreadsheets/d/1WFhD2f9TRAPWpqfr_dqJ4Q7gu_QrkWqynOktHdLfQEk/edit?usp=drivesdk%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/docs.google.com/spreadsheets/d/1WFhD2f9TRAPWpqfr_dqJ4Q7gu_QrkWqynOktHdLfQEk/edit.31b34c.delayed	(from https://sites.google.com/view/guidempf/liens-utiles)
04:09:03	177046/177046	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:03%20GMT	https://sites.google.com/view/guidempf/%22https://forms.gle/99Hz5aPQX2JVxFzr9%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/forms.gle/99Hz5aPQX2JVxFzr9_.32.delayed	(from https://sites.google.com/view/guidempf/liens-utiles)
04:09:03	177470/177470	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:03%20GMT	https://sites.google.com/view/guidempf/%22https://docs.google.com/forms/d/e/1FAIpQLSdbFBWhuiu6tGY2VYQuKtUo8dSx8B3aiiGsIsZuJfA51eqhbg/viewform?usp=dialog%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/_https_/docs.google.com/forms/d/e/1FAIpQLSdbFBWhuiu6tGY2VYQuKtUo8dSx8B3aiiGsIsZuJfA51eqhbg/viewform.33fd4a.delayed	(from https://sites.google.com/view/guidempf/liens-utiles)
04:09:04	176861/176861	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:04%20GMT	https://sites.google.com/view/guidempf/guide/POST	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/POST.34.delayed	(from https://sites.google.com/view/guidempf/guide/dispatch-hautparleur)
04:09:07	177241/177241	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:07%20GMT	https://sites.google.com/view/guidempf/guide/%22https://sites.google.com/view/helixexogen/accueil?authuser=0%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/_https_/sites.google.com/view/helixexogen/accueil.35196e.delayed	(from https://sites.google.com/view/guidempf/guide/divisions)
04:09:07	176866/176866	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:07%20GMT	https://sites.google.com/view/guidempf/guide/_/ss/	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/_/ss/index.html	(from https://sites.google.com/view/guidempf/guide/dispatch-hautparleur)
04:09:07	176853/176853	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:07%20GMT	https://sites.google.com/view/guidempf/guide/%22	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/guide/_.36.delayed	(from https://sites.google.com/view/guidempf/guide/divisions)
04:09:09	177054/177054	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:09%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/POST	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/POST.37.delayed	(from https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/test-loyaut%c3%a9)
04:09:11	176850/176850	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:11%20GMT	https://sites.google.com/view/guidempf/cwu/POST	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cwu/POST.38.delayed	(from https://sites.google.com/view/guidempf/cwu/procedure-cwu-mpf)
04:09:11	35375/35375	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Feb%202026%2003:09:11%20GMT	https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/_/ss/	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/_/ss/index.html	(from https://sites.google.com/view/guidempf/proc%c3%a9dure-g%c3%a9n%c3%a9ales/test-loyaut%c3%a9)
04:09:12	176853/176853	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Feb%202026%2003:09:11%20GMT	https://sites.google.com/view/guidempf/cwu/_/ss/	F:/Mes%20Sites%20Web/guidempf/sites.google.com/view/guidempf/cwu/_/ss/index.html	(from https://sites.google.com/view/guidempf/cwu/procedure-cwu-mpf)
